time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z;quat_w;quat_x;quat_y;quat_z
69;-0.8200000000;-2.5400000000;-9.2300000000;-6.6875000000;-1.9375000000;2.6250000000;9.2500000000;-3.0000000000;46.1875000000;0.0525510000;0.1210940000;-0.9832150000;-0.1259770000
70;-0.9300000000;-2.7100000000;-9.2200000000;2.1875000000;-4.6250000000;2.3125000000;9.0000000000;-2.5625000000;45.0625000000;0.0540160000;0.1233520000;-0.9829710000;-0.1249390000
71;-0.7600000000;-2.0700000000;-9.5300000000;-6.0000000000;-3.5625000000;-0.1250000000;10.0625000000;-3.6875000000;46.1875000000;0.0560910000;0.1270140000;-0.9824830000;-0.1240840000
72;-1.1100000000;-2.4200000000;-8.9500000000;-3.8750000000;1.7500000000;2.4375000000;10.0625000000;-3.0000000000;45.8750000000;0.0559690000;0.1299440000;-0.9824220000;-0.1216430000
73;-0.9400000000;-2.4200000000;-9.0500000000;-1.3750000000;-3.1875000000;1.6875000000;9.6875000000;-3.6875000000;46.1875000000;0.0569460000;0.1318970000;-0.9821780000;-0.1211550000
74;-0.8700000000;-2.2900000000;-9.2100000000;-4.6250000000;-1.3750000000;2.8125000000;9.6875000000;-3.6875000000;46.1875000000;0.0579830000;0.1315310000;-0.9824220000;-0.1193240000
75;-1.3900000000;-2.8500000000;-8.9000000000;-8.6875000000;0.4375000000;1.8125000000;10.3750000000;-3.2500000000;45.0000000000;0.0581670000;0.1344600000;-0.9822390000;-0.1170040000
76;-0.8000000000;-2.3200000000;-9.5100000000;-1.0625000000;-6.0000000000;-0.2500000000;10.0625000000;-3.6875000000;45.0000000000;0.0596920000;0.1374510000;-0.9819340000;-0.1154790000
77;-1.0800000000;-2.0700000000;-8.9900000000;-0.5625000000;-1.8750000000;-0.9375000000;10.3750000000;-3.6875000000;46.2500000000;0.0610350000;0.1406250000;-0.9815060000;-0.1146850000
78;-1.1400000000;-2.2700000000;-9.1500000000;-3.2500000000;-5.3125000000;-1.2500000000;10.3750000000;-3.2500000000;44.6875000000;0.0623780000;0.1441040000;-0.9810790000;-0.1132810000
79;-1.0000000000;-2.1500000000;-9.2700000000;-3.5625000000;-4.8125000000;-1.1250000000;10.3750000000;-3.2500000000;44.6875000000;0.0643920000;0.1445310000;-0.9809570000;-0.1124880000
80;-1.2000000000;-2.1700000000;-9.3000000000;-4.9375000000;-4.2500000000;0.8750000000;10.7500000000;-4.0625000000;45.5000000000;0.0659790000;0.1477660000;-0.9806520000;-0.1100460000
81;-1.2100000000;-2.2800000000;-9.4500000000;-3.0000000000;-6.5000000000;0.6250000000;10.7500000000;-4.0625000000;45.5000000000;0.0682980000;0.1502690000;-0.9803470000;-0.1079100000
82;-1.1200000000;-2.0500000000;-9.5800000000;-2.7500000000;-5.1250000000;0.9375000000;11.1875000000;-4.5000000000;45.5000000000;0.0706180000;0.1527710000;-0.9799190000;-0.1070560000
83;-1.0900000000;-2.0400000000;-9.4700000000;-6.8750000000;-1.1250000000;-0.3750000000;11.1875000000;-4.0625000000;45.5000000000;0.0712890000;0.1553340000;-0.9797360000;-0.1041870000
84;-1.4300000000;-2.2200000000;-9.3600000000;0.8125000000;-2.5000000000;2.5625000000;11.1875000000;-4.0625000000;45.5000000000;0.0720210000;0.1549070000;-0.9797970000;-0.1041260000
85;-1.1000000000;-2.0000000000;-9.2700000000;-4.3125000000;-2.2500000000;-0.3750000000;11.8750000000;-4.7500000000;45.0000000000;0.0731200000;0.1578370000;-0.9793700000;-0.1029050000
86;-1.3400000000;-2.1200000000;-9.2500000000;0.3750000000;-2.4375000000;0.6250000000;11.5625000000;-4.7500000000;44.6875000000;0.0741580000;0.1601560000;-0.9790040000;-0.1021120000
87;-1.3000000000;-2.1300000000;-9.1400000000;-2.6875000000;-2.1875000000;-1.3750000000;11.1875000000;-4.5000000000;44.6875000000;0.0751950000;0.1621090000;-0.9786990000;-0.1012570000
88;-1.1700000000;-1.7000000000;-9.2700000000;-4.5625000000;-5.0625000000;-0.8125000000;11.8750000000;-5.1875000000;45.5000000000;0.0764160000;0.1647950000;-0.9783330000;-0.0996090000
89;-1.4200000000;-1.9200000000;-9.1400000000;-1.7500000000;-2.2500000000;0.6875000000;11.8750000000;-5.1875000000;45.5000000000;0.0777590000;0.1646120000;-0.9783330000;-0.0986940000
90;-1.3300000000;-1.9300000000;-9.4400000000;-1.5625000000;-3.8125000000;0.1250000000;11.1875000000;-5.1875000000;45.0000000000;0.0791630000;0.1652220000;-0.9782710000;-0.0973510000
91;-1.3400000000;-2.0400000000;-9.6600000000;-4.8750000000;-2.2500000000;1.1250000000;11.8750000000;-5.5625000000;45.0625000000;0.0802610000;0.1664430000;-0.9780880000;-0.0956420000
92;-1.3200000000;-1.9900000000;-9.4900000000;-1.9375000000;-1.0625000000;0.5625000000;11.5625000000;-5.8750000000;45.5000000000;0.0805660000;0.1665650000;-0.9781490000;-0.0946040000
93;-1.3000000000;-1.9800000000;-9.5600000000;-0.2500000000;-0.0625000000;0.9375000000;11.5625000000;-5.8750000000;45.5000000000;0.0807500000;0.1669920000;-0.9780880000;-0.0942990000
94;-1.3900000000;-1.9200000000;-8.9300000000;-1.6875000000;2.5625000000;0.4375000000;11.8750000000;-5.8750000000;45.0000000000;0.0799560000;0.1668090000;-0.9782100000;-0.0940550000
95;-1.3900000000;-1.7400000000;-8.9600000000;0.7500000000;-4.0000000000;0.5625000000;11.5625000000;-5.5625000000;44.6875000000;0.0809330000;0.1671750000;-0.9780880000;-0.0938110000
96;-1.2900000000;-2.0700000000;-9.1600000000;-4.8125000000;-3.8125000000;0.5000000000;12.2500000000;-5.1875000000;44.6875000000;0.0823360000;0.1690670000;-0.9778440000;-0.0920410000
97;-1.5500000000;-2.0700000000;-9.3500000000;-4.4375000000;-4.8750000000;-1.0625000000;12.2500000000;-5.5625000000;45.5000000000;0.0839230000;0.1706540000;-0.9776000000;-0.0903930000
98;-1.4300000000;-2.1000000000;-9.8300000000;-2.3125000000;-7.0625000000;-0.1250000000;12.2500000000;-5.5625000000;45.5000000000;0.0860600000;0.1708980000;-0.9774780000;-0.0892330000
99;-1.3400000000;-1.7700000000;-9.6200000000;-6.1250000000;-0.5625000000;-1.8750000000;11.5625000000;-6.6875000000;45.5000000000;0.0861210000;0.1716310000;-0.9774780000;-0.0874630000
100;-1.7100000000;-1.7600000000;-9.4200000000;3.1250000000;-0.7500000000;-0.6250000000;11.5625000000;-6.0000000000;44.2500000000;0.0861820000;0.1719360000;-0.9774170000;-0.0875240000
101;-1.4200000000;-1.6800000000;-9.2800000000;0.8125000000;-0.4375000000;1.0625000000;12.2500000000;-6.0000000000;44.2500000000;0.0865480000;0.1723020000;-0.9772950000;-0.0880740000
102;-1.3300000000;-1.7500000000;-9.3700000000;-0.4375000000;-1.3125000000;2.0625000000;12.2500000000;-6.2500000000;44.6875000000;0.0867920000;0.1722410000;-0.9772950000;-0.0874630000
103;-1.5100000000;-2.0200000000;-9.3300000000;4.2500000000;-0.1250000000;3.4375000000;12.2500000000;-6.2500000000;44.6875000000;0.0873410000;0.1710820000;-0.9774170000;-0.0883180000
104;-1.5300000000;-2.0100000000;-8.9200000000;-4.3125000000;2.0625000000;0.3125000000;12.2500000000;-6.2500000000;45.0625000000;0.0865480000;0.1707760000;-0.9776000000;-0.0874020000
105;-1.3900000000;-1.7800000000;-9.2200000000;3.4375000000;-3.5625000000;1.6875000000;13.0625000000;-5.5625000000;44.2500000000;0.0877690000;0.1723020000;-0.9772340000;-0.0875850000
